TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
249.34,Debit,Charlotte,ATM,Dewasa Muda,Engineer,197,1,3030.97,2024-11-04 08:07:57,1
421.52,Debit,San Jose,Branch,Dewasa Muda,Student,67,1,369.86,2024-11-04 08:10:21,1
189.77,Debit,Raleigh,Branch,Lansia Muda,Engineer,24,1,6570.36,2024-11-04 08:11:28,2
73.19,Debit,Atlanta,Branch,Lansia,Retired,213,1,2264.98,2024-11-04 08:10:26,1
188.13,Credit,Jacksonville,Online,Lansia,Retired,198,1,5029.87,2024-11-04 08:10:08,2
30.52,Debit,Jacksonville,Branch,Lansia Muda,Doctor,122,1,12327.74,2024-11-04 08:07:18,0
1235.69,Credit,San Jose,Branch,Dewasa Muda,Student,118,1,420.25,2024-11-04 08:09:22,1
1159.39,Debit,Oklahoma City,Online,Dewasa,Doctor,150,1,6499.53,2024-11-04 08:06:27,2
170.24,Debit,San Francisco,Branch,Lansia Muda,Retired,133,1,5172.99,2024-11-04 08:08:04,2
56.62,Debit,Austin,Branch,Lansia Muda,Doctor,121,1,8981.1,2024-11-04 08:08:45,2
53.14,Debit,Las Vegas,ATM,Dewasa,Doctor,70,1,7915.0,2024-11-04 08:07:15,2
587.23,Debit,Omaha,Online,Dewasa Muda,Student,144,1,500.84,2024-11-04 08:09:21,1
146.15,Debit,Phoenix,Branch,Dewasa,Doctor,75,1,13784.4,2024-11-04 08:06:59,0
21.27,Credit,Indianapolis,Online,Lansia Muda,Retired,114,1,7392.79,2024-11-04 08:09:54,2
1397.59,Credit,Austin,ATM,Dewasa Muda,Student,144,1,1134.79,2024-11-04 08:06:38,1
76.02,Credit,Albuquerque,Online,Dewasa,Doctor,189,1,14765.41,2024-11-04 08:11:51,0
170.19,Credit,Los Angeles,Branch,Dewasa Muda,Student,156,5,745.87,2024-11-04 08:12:16,1
155.51,Debit,Raleigh,ATM,Lansia,Doctor,15,1,5360.19,2024-11-04 08:08:23,2
135.15,Debit,Colorado Springs,Online,Lansia,Retired,50,1,5878.14,2024-11-04 08:10:37,2
39.48,Debit,Omaha,ATM,Lansia Muda,Retired,38,1,5889.51,2024-11-04 08:11:50,2
451.68,Debit,Houston,Online,Dewasa,Engineer,15,1,4381.54,2024-11-04 08:09:51,2
19.11,Credit,Colorado Springs,Online,Dewasa,Engineer,160,1,8478.46,2024-11-04 08:11:45,2
355.0,Credit,Fort Worth,Online,Dewasa Muda,Student,33,1,185.47,2024-11-04 08:10:34,1
427.69,Debit,Raleigh,ATM,Dewasa,Engineer,236,1,2443.54,2024-11-04 08:11:53,1
254.86,Debit,Boston,Branch,Dewasa Muda,Student,102,1,699.9,2024-11-04 08:11:39,1
19.48,Debit,Dallas,ATM,Dewasa Muda,Engineer,114,1,4739.59,2024-11-04 08:08:46,2
190.17,Debit,Baltimore,ATM,Dewasa,Doctor,265,1,12893.85,2024-11-04 08:08:48,0
91.38,Debit,Jacksonville,ATM,Lansia,Retired,179,1,2402.58,2024-11-04 08:06:39,1
206.63,Credit,Oklahoma City,Online,Lansia Muda,Retired,128,1,7626.53,2024-11-04 08:10:42,2
93.22,Debit,Charlotte,Online,Lansia Muda,Retired,52,1,1014.63,2024-11-04 08:09:41,1
547.98,Debit,Oklahoma City,ATM,Dewasa Muda,Student,171,1,1358.54,2024-11-04 08:09:19,1
641.06,Debit,Colorado Springs,ATM,Dewasa Muda,Student,25,1,1602.13,2024-11-04 08:07:21,1
314.55,Credit,Dallas,Branch,Dewasa Muda,Student,19,2,1105.89,2024-11-04 08:07:16,1
836.45,Debit,Virginia Beach,Online,Lansia Muda,Retired,63,1,1731.89,2024-11-04 08:12:12,1
1095.09,Debit,San Francisco,ATM,Dewasa Muda,Engineer,52,1,8692.47,2024-11-04 08:11:57,2
189.45,Credit,Boston,Branch,Lansia Muda,Doctor,62,1,12578.75,2024-11-04 08:09:31,0
91.84,Credit,Mesa,Branch,Lansia,Retired,80,1,1712.41,2024-11-04 08:08:32,1
609.52,Debit,Washington,ATM,Lansia,Retired,169,1,3485.03,2024-11-04 08:08:19,1
859.3,Credit,Colorado Springs,Branch,Lansia,Retired,68,1,1146.78,2024-11-04 08:06:56,1
100.01,Debit,Philadelphia,ATM,Lansia Muda,Doctor,63,1,6393.12,2024-11-04 08:09:27,2
28.78,Credit,Tucson,Online,Dewasa,Doctor,51,1,680.55,2024-11-04 08:11:39,1
111.08,Debit,Chicago,Online,Lansia,Doctor,83,1,7037.34,2024-11-04 08:10:59,2
470.96,Credit,Indianapolis,Online,Lansia,Doctor,124,2,12991.03,2024-11-04 08:11:10,0
52.23,Credit,San Francisco,Branch,Dewasa Muda,Student,96,1,105.01,2024-11-04 08:08:11,1
78.62,Debit,Oklahoma City,Branch,Dewasa,Doctor,52,1,1360.85,2024-11-04 08:08:12,1
47.79,Debit,Denver,Branch,Dewasa Muda,Student,37,1,1649.92,2024-11-04 08:11:55,1
333.97,Debit,Fresno,Branch,Lansia Muda,Doctor,45,1,5237.36,2024-11-04 08:11:48,2
30.87,Debit,Fresno,ATM,Dewasa,Doctor,295,1,14348.65,2024-11-04 08:10:43,0
710.43,Debit,San Diego,Online,Lansia,Retired,115,1,5625.55,2024-11-04 08:08:42,2
220.23,Debit,Milwaukee,ATM,Dewasa,Engineer,48,1,3438.02,2024-11-04 08:06:33,1
27.28,Debit,Atlanta,ATM,Dewasa Muda,Doctor,96,1,10668.24,2024-11-04 08:09:42,0
101.52,Debit,Tucson,ATM,Dewasa,Engineer,98,1,2018.9,2024-11-04 08:08:38,1
162.65,Debit,New York,ATM,Lansia Muda,Engineer,147,1,9500.95,2024-11-04 08:11:20,0
10.52,Debit,Kansas City,ATM,Lansia Muda,Retired,30,1,2472.99,2024-11-04 08:11:06,1
270.72,Debit,Los Angeles,Branch,Dewasa,Doctor,37,1,6522.47,2024-11-04 08:12:10,2
202.34,Debit,New York,Online,Dewasa Muda,Student,134,1,1223.45,2024-11-04 08:11:25,1
247.58,Debit,San Antonio,ATM,Dewasa,Engineer,152,1,778.74,2024-11-04 08:07:18,1
686.17,Debit,Denver,ATM,Lansia Muda,Retired,96,1,2246.15,2024-11-04 08:07:37,1
359.65,Credit,Jacksonville,Online,Dewasa Muda,Student,289,1,219.53,2024-11-04 08:09:04,1
109.91,Debit,Seattle,Branch,Dewasa,Doctor,90,1,12896.06,2024-11-04 08:10:57,0
215.72,Credit,Columbus,Branch,Dewasa,Engineer,137,1,8697.11,2024-11-04 08:11:54,2
490.76,Debit,Columbus,Online,Lansia,Retired,156,1,6414.11,2024-11-04 08:09:44,2
224.28,Debit,Chicago,Online,Lansia Muda,Retired,68,1,5767.51,2024-11-04 08:10:52,2
614.03,Debit,Dallas,ATM,Lansia,Retired,51,1,2815.86,2024-11-04 08:08:12,1
608.79,Debit,Fort Worth,Online,Lansia Muda,Engineer,157,1,2991.17,2024-11-04 08:12:18,1
186.55,Debit,Philadelphia,Branch,Dewasa,Engineer,288,1,224.65,2024-11-04 08:07:18,1
840.16,Credit,Colorado Springs,Branch,Dewasa Muda,Student,68,1,1236.76,2024-11-04 08:12:12,1
203.34,Debit,Phoenix,ATM,Lansia Muda,Doctor,66,1,13586.99,2024-11-04 08:09:43,0
90.88,Debit,Colorado Springs,ATM,Dewasa Muda,Engineer,284,1,7117.35,2024-11-04 08:10:50,2
60.11,Credit,Albuquerque,Branch,Lansia Muda,Retired,122,1,7235.87,2024-11-04 08:08:09,2
393.92,Debit,Memphis,Branch,Lansia,Retired,47,1,7318.64,2024-11-04 08:12:07,2
19.39,Debit,Colorado Springs,ATM,Dewasa,Doctor,45,1,9847.6,2024-11-04 08:11:24,0
557.41,Credit,Washington,Online,Lansia,Retired,49,1,2968.75,2024-11-04 08:09:54,1
57.07,Credit,Boston,Online,Dewasa,Doctor,99,1,9323.71,2024-11-04 08:11:35,0
395.27,Credit,Miami,Online,Dewasa Muda,Student,167,1,1764.08,2024-11-04 08:08:21,1
289.05,Debit,New York,ATM,Lansia,Retired,116,1,5683.49,2024-11-04 08:11:58,2
46.11,Debit,San Francisco,Online,Dewasa,Doctor,233,1,5225.73,2024-11-04 08:10:44,2
335.5,Debit,Sacramento,ATM,Lansia Muda,Retired,47,1,6445.4,2024-11-04 08:12:23,2
388.07,Debit,Seattle,Online,Dewasa Muda,Student,68,1,289.71,2024-11-04 08:10:37,1
520.86,Credit,Sacramento,Online,Lansia Muda,Engineer,66,1,9200.74,2024-11-04 08:08:47,0
787.41,Debit,Memphis,Online,Dewasa Muda,Student,39,1,300.87,2024-11-04 08:06:44,1
31.7,Credit,Raleigh,ATM,Dewasa,Doctor,121,1,743.9,2024-11-04 08:08:02,1
22.3,Debit,Philadelphia,ATM,Dewasa Muda,Student,90,1,1200.35,2024-11-04 08:12:18,1
203.12,Debit,San Jose,ATM,Lansia Muda,Retired,181,1,1562.39,2024-11-04 08:09:15,1
315.94,Credit,Raleigh,Branch,Dewasa,Doctor,172,1,7719.71,2024-11-04 08:12:09,2
192.23,Debit,Albuquerque,Online,Lansia Muda,Engineer,39,3,2610.67,2024-11-04 08:06:41,1
1510.71,Debit,Oklahoma City,Online,Lansia,Retired,51,1,2060.02,2024-11-04 08:09:11,1
0.26,Debit,Oklahoma City,Online,Dewasa Muda,Student,173,1,1833.67,2024-11-04 08:07:45,1
210.77,Debit,Mesa,ATM,Lansia,Retired,161,1,5396.65,2024-11-04 08:11:21,2
406.65,Debit,Mesa,ATM,Lansia Muda,Doctor,107,1,12995.7,2024-11-04 08:11:01,0
422.9,Debit,Tucson,ATM,Dewasa,Engineer,111,1,7616.43,2024-11-04 08:10:52,2
20.62,Credit,Philadelphia,ATM,Dewasa,Doctor,225,1,12500.8,2024-11-04 08:08:49,0
174.39,Debit,San Francisco,ATM,Dewasa Muda,Student,36,1,1127.08,2024-11-04 08:11:01,1
7.86,Credit,Sacramento,Branch,Lansia,Retired,91,1,3621.98,2024-11-04 08:07:51,1
61.98,Debit,Denver,Online,Dewasa,Engineer,44,1,5212.28,2024-11-04 08:08:55,2
54.85,Credit,San Francisco,Branch,Lansia Muda,Retired,40,1,2727.45,2024-11-04 08:09:36,1
204.7,Debit,Oklahoma City,Branch,Dewasa,Doctor,95,5,5117.03,2024-11-04 08:10:26,2
16.55,Debit,Tucson,Branch,Dewasa Muda,Engineer,159,1,6089.79,2024-11-04 08:08:11,2
91.32,Debit,Milwaukee,Branch,Lansia Muda,Engineer,77,1,2618.1,2024-11-04 08:08:22,1
195.49,Debit,Memphis,ATM,Dewasa,Doctor,212,1,11988.12,2024-11-04 08:08:35,0
49.62,Debit,Portland,ATM,Lansia Muda,Engineer,111,1,3841.42,2024-11-04 08:07:23,1
487.16,Credit,Los Angeles,Branch,Dewasa Muda,Student,84,1,321.21,2024-11-04 08:12:22,1
405.6,Debit,Tucson,Online,Dewasa,Engineer,44,1,9754.73,2024-11-04 08:09:24,0
512.95,Debit,Columbus,Branch,Lansia Muda,Engineer,143,1,9584.52,2024-11-04 08:10:05,0
345.94,Debit,Portland,ATM,Dewasa,Doctor,163,1,7624.56,2024-11-04 08:11:40,2
356.56,Debit,New York,Online,Dewasa,Engineer,52,1,2485.73,2024-11-04 08:11:57,1
10.31,Debit,Louisville,Online,Dewasa,Engineer,280,1,2137.9,2024-11-04 08:11:14,1
211.69,Debit,Atlanta,Branch,Dewasa,Doctor,111,1,6412.85,2024-11-04 08:07:50,2
221.49,Credit,Oklahoma City,Branch,Dewasa Muda,Student,196,1,707.25,2024-11-04 08:11:50,1
278.23,Debit,Fresno,Online,Dewasa,Engineer,83,1,8300.54,2024-11-04 08:09:46,2
116.88,Debit,Memphis,ATM,Dewasa,Doctor,263,1,7717.34,2024-11-04 08:10:02,2
328.77,Credit,San Diego,Online,Dewasa,Doctor,247,1,6967.03,2024-11-04 08:09:57,2
77.53,Debit,Louisville,Branch,Lansia Muda,Retired,55,1,5158.6,2024-11-04 08:07:12,2
421.74,Debit,San Jose,Online,Lansia,Doctor,103,1,12031.14,2024-11-04 08:10:18,0
313.69,Debit,Oklahoma City,Branch,Lansia,Retired,152,1,7093.68,2024-11-04 08:10:23,2
411.72,Debit,Washington,Branch,Dewasa Muda,Doctor,153,1,8539.86,2024-11-04 08:11:43,2
508.73,Debit,Chicago,Branch,Lansia Muda,Retired,89,1,7640.57,2024-11-04 08:09:07,2
153.08,Debit,Omaha,ATM,Dewasa Muda,Student,201,1,1292.21,2024-11-04 08:09:29,1
23.01,Debit,Las Vegas,Branch,Lansia Muda,Retired,166,1,5958.75,2024-11-04 08:09:14,2
69.28,Debit,Los Angeles,Online,Dewasa Muda,Student,129,1,708.74,2024-11-04 08:11:01,1
51.25,Credit,Austin,Branch,Dewasa Muda,Student,66,1,1744.4,2024-11-04 08:11:52,1
407.65,Debit,Denver,ATM,Dewasa Muda,Student,263,1,273.78,2024-11-04 08:08:37,1
459.25,Debit,Tucson,Branch,Dewasa Muda,Student,59,1,130.76,2024-11-04 08:11:47,1
301.56,Debit,Seattle,Branch,Dewasa,Doctor,118,1,10389.6,2024-11-04 08:10:23,0
17.67,Debit,San Diego,Online,Lansia Muda,Doctor,91,1,1048.18,2024-11-04 08:10:55,1
5.29,Credit,San Francisco,Online,Dewasa,Doctor,132,1,12896.68,2024-11-04 08:11:04,0
401.37,Debit,Los Angeles,Branch,Dewasa,Engineer,251,1,8208.54,2024-11-04 08:11:41,2
145.4,Debit,Tucson,Online,Dewasa,Engineer,24,1,5244.49,2024-11-04 08:09:52,2
556.34,Debit,Seattle,Online,Dewasa,Doctor,46,1,11935.14,2024-11-04 08:07:12,0
34.31,Debit,Philadelphia,ATM,Dewasa Muda,Student,251,1,1484.76,2024-11-04 08:11:26,1
780.59,Credit,Tucson,Online,Dewasa Muda,Student,145,1,6513.34,2024-11-04 08:07:01,2
282.65,Debit,Fort Worth,ATM,Dewasa,Doctor,161,1,13801.15,2024-11-04 08:08:51,0
305.27,Debit,Las Vegas,Online,Lansia,Doctor,147,1,12958.65,2024-11-04 08:09:31,0
185.81,Debit,Austin,Online,Dewasa,Doctor,116,1,9588.71,2024-11-04 08:10:15,0
66.01,Debit,Milwaukee,Online,Dewasa,Engineer,179,1,3475.99,2024-11-04 08:07:05,1
447.95,Debit,Tucson,Branch,Dewasa Muda,Engineer,75,1,7544.4,2024-11-04 08:09:20,2
279.3,Debit,Oklahoma City,ATM,Dewasa Muda,Student,48,1,1193.61,2024-11-04 08:07:20,1
26.75,Debit,Indianapolis,Online,Dewasa,Doctor,27,1,12063.77,2024-11-04 08:07:00,0
611.15,Debit,Detroit,ATM,Dewasa Muda,Student,121,1,892.83,2024-11-04 08:09:23,1
275.2,Debit,New York,Online,Lansia Muda,Engineer,81,1,1230.12,2024-11-04 08:09:50,1
427.79,Debit,San Jose,Branch,Dewasa Muda,Student,189,1,1479.67,2024-11-04 08:08:54,1
469.13,Credit,San Antonio,ATM,Lansia Muda,Doctor,139,1,1265.28,2024-11-04 08:07:30,1
102.81,Debit,Seattle,Branch,Lansia,Retired,47,1,3228.87,2024-11-04 08:08:07,1
22.61,Debit,Seattle,Online,Dewasa Muda,Student,145,1,1111.67,2024-11-04 08:06:47,1
68.28,Debit,Boston,Online,Lansia Muda,Engineer,293,1,3213.16,2024-11-04 08:08:24,1
33.65,Credit,New York,Online,Lansia Muda,Doctor,146,1,12719.93,2024-11-04 08:07:24,0
362.68,Credit,Miami,ATM,Lansia Muda,Retired,137,1,2040.77,2024-11-04 08:06:30,1
73.23,Debit,San Francisco,Branch,Dewasa Muda,Student,172,1,1309.85,2024-11-04 08:12:22,1
654.49,Credit,Austin,Online,Dewasa Muda,Student,104,1,164.61,2024-11-04 08:08:39,1
18.56,Credit,Memphis,Branch,Dewasa,Engineer,161,1,4230.37,2024-11-04 08:07:40,2
389.05,Debit,Dallas,ATM,Dewasa Muda,Student,41,1,761.0,2024-11-04 08:11:28,1
7.38,Debit,Houston,Online,Lansia,Retired,105,1,2923.83,2024-11-04 08:10:18,1
109.48,Debit,Baltimore,Online,Lansia Muda,Retired,93,1,7372.47,2024-11-04 08:07:26,2
66.91,Debit,Seattle,ATM,Dewasa,Doctor,85,1,871.1,2024-11-04 08:10:19,1
335.48,Debit,Oklahoma City,Branch,Dewasa,Engineer,155,1,3023.16,2024-11-04 08:06:45,1
38.14,Debit,Albuquerque,Online,Dewasa Muda,Student,174,1,1119.21,2024-11-04 08:09:59,1
1076.98,Debit,Detroit,Branch,Lansia Muda,Doctor,173,1,11833.73,2024-11-04 08:09:33,0
360.02,Debit,Dallas,Online,Lansia,Retired,68,1,6400.59,2024-11-04 08:08:53,2
567.71,Debit,Memphis,Online,Lansia Muda,Doctor,80,1,13884.24,2024-11-04 08:10:40,0
218.19,Debit,Austin,ATM,Dewasa Muda,Student,185,1,620.83,2024-11-04 08:10:27,1
209.99,Debit,Denver,ATM,Dewasa Muda,Student,40,1,1938.01,2024-11-04 08:11:39,1
11.02,Debit,Tucson,Branch,Dewasa Muda,Student,280,1,964.79,2024-11-04 08:06:56,1
83.43,Debit,New York,Online,Lansia Muda,Retired,109,1,1870.16,2024-11-04 08:11:40,1
344.97,Debit,Austin,Online,Dewasa,Doctor,106,1,5577.94,2024-11-04 08:09:39,2
172.29,Debit,El Paso,ATM,Dewasa,Engineer,283,1,8700.8,2024-11-04 08:08:42,2
195.54,Debit,Omaha,Online,Lansia Muda,Retired,255,1,2794.66,2024-11-04 08:09:01,1
101.23,Debit,Colorado Springs,Online,Dewasa,Engineer,87,1,6169.71,2024-11-04 08:06:42,2
180.46,Debit,Fresno,ATM,Dewasa Muda,Student,34,1,831.75,2024-11-04 08:11:23,1
692.55,Debit,Charlotte,Branch,Lansia Muda,Retired,109,1,2451.56,2024-11-04 08:12:17,1
147.31,Credit,Mesa,Online,Dewasa,Doctor,92,1,13625.52,2024-11-04 08:07:58,0
107.48,Debit,Los Angeles,Branch,Dewasa Muda,Student,103,1,1379.39,2024-11-04 08:12:07,1
1831.02,Credit,Columbus,Online,Lansia Muda,Doctor,83,1,11498.01,2024-11-04 08:10:52,0
81.51,Debit,Washington,Branch,Dewasa Muda,Student,97,1,865.49,2024-11-04 08:07:15,1
365.48,Credit,Seattle,Online,Lansia,Retired,216,1,7147.4,2024-11-04 08:10:38,2
491.1,Credit,Houston,Online,Dewasa,Engineer,125,1,7833.85,2024-11-04 08:07:32,2
452.8,Debit,Los Angeles,Branch,Lansia,Retired,151,1,4840.67,2024-11-04 08:07:34,2
645.04,Debit,Memphis,Branch,Lansia,Retired,78,1,7361.47,2024-11-04 08:07:29,2
169.28,Debit,Philadelphia,Branch,Dewasa,Doctor,114,1,5128.44,2024-11-04 08:11:54,2
88.42,Debit,El Paso,ATM,Lansia Muda,Doctor,91,1,12381.45,2024-11-04 08:09:15,0
155.53,Debit,Baltimore,ATM,Dewasa Muda,Engineer,66,1,4008.05,2024-11-04 08:08:36,1
991.82,Debit,Milwaukee,Online,Dewasa,Engineer,300,1,3493.13,2024-11-04 08:10:11,1
39.24,Debit,Dallas,ATM,Lansia,Retired,106,1,6462.41,2024-11-04 08:11:18,2
152.01,Debit,Fort Worth,ATM,Dewasa,Engineer,111,3,4625.12,2024-11-04 08:11:14,2
78.77,Credit,Las Vegas,ATM,Dewasa,Engineer,50,1,6470.57,2024-11-04 08:06:41,2
26.5,Debit,Indianapolis,Online,Dewasa,Engineer,179,1,4854.83,2024-11-04 08:07:24,2
83.62,Debit,Raleigh,ATM,Dewasa,Doctor,146,1,12652.22,2024-11-04 08:12:06,0
142.78,Debit,San Diego,Branch,Lansia,Doctor,150,1,11705.88,2024-11-04 08:12:22,0
55.99,Debit,El Paso,ATM,Dewasa,Doctor,95,1,932.61,2024-11-04 08:07:20,1
774.48,Debit,Louisville,Branch,Lansia Muda,Doctor,31,1,11613.58,2024-11-04 08:08:33,0
105.37,Debit,Sacramento,ATM,Dewasa Muda,Student,160,1,1068.55,2024-11-04 08:09:44,1
118.83,Debit,Virginia Beach,Online,Dewasa Muda,Student,295,1,1616.3,2024-11-04 08:08:28,1
46.22,Debit,San Jose,Branch,Dewasa Muda,Student,217,1,471.28,2024-11-04 08:08:59,1
659.71,Credit,San Jose,Branch,Dewasa Muda,Student,148,1,106.86,2024-11-04 08:09:32,1
377.97,Debit,Miami,Online,Lansia,Retired,160,1,2457.1,2024-11-04 08:11:04,1
114.1,Debit,Boston,Branch,Lansia,Retired,148,1,5882.12,2024-11-04 08:11:19,2
11.3,Credit,Louisville,Online,Lansia Muda,Retired,41,1,1938.99,2024-11-04 08:09:25,1
95.5,Debit,Omaha,Online,Lansia Muda,Retired,17,1,4079.09,2024-11-04 08:08:19,2
130.93,Credit,Houston,Branch,Dewasa Muda,Engineer,149,1,860.12,2024-11-04 08:11:18,1
272.97,Debit,Boston,Online,Lansia,Retired,174,1,7811.31,2024-11-04 08:10:58,2
73.35,Debit,San Francisco,Branch,Dewasa Muda,Student,47,1,1181.84,2024-11-04 08:09:57,1
29.94,Debit,San Francisco,ATM,Lansia Muda,Doctor,243,1,10915.54,2024-11-04 08:12:01,0
307.24,Debit,San Jose,ATM,Dewasa Muda,Student,136,2,1670.72,2024-11-04 08:09:50,1
50.52,Debit,Boston,Online,Dewasa Muda,Student,140,1,1121.19,2024-11-04 08:09:12,1
820.46,Credit,Fort Worth,Online,Lansia Muda,Engineer,243,1,5621.86,2024-11-04 08:10:23,2
153.07,Debit,Detroit,ATM,Lansia Muda,Engineer,116,1,8873.43,2024-11-04 08:12:06,2
52.94,Debit,Tucson,Branch,Dewasa,Doctor,146,1,6990.92,2024-11-04 08:11:08,2
384.41,Debit,Jacksonville,ATM,Lansia Muda,Engineer,65,1,7831.56,2024-11-04 08:10:13,2
235.42,Debit,Phoenix,Branch,Lansia Muda,Retired,175,1,6173.23,2024-11-04 08:11:06,2
114.23,Debit,Dallas,ATM,Lansia Muda,Doctor,64,1,9523.72,2024-11-04 08:06:35,0
12.62,Debit,El Paso,Branch,Dewasa,Doctor,61,1,6420.47,2024-11-04 08:09:03,2
997.37,Debit,Fort Worth,ATM,Dewasa Muda,Student,145,1,1146.09,2024-11-04 08:07:23,1
373.52,Debit,Colorado Springs,ATM,Dewasa,Engineer,235,1,6430.41,2024-11-04 08:11:16,2
336.05,Debit,San Antonio,Branch,Dewasa Muda,Student,164,1,1635.05,2024-11-04 08:12:13,1
366.93,Debit,Houston,Online,Lansia,Retired,33,1,6697.79,2024-11-04 08:11:33,2
112.27,Debit,Seattle,Branch,Lansia Muda,Doctor,102,1,7369.89,2024-11-04 08:11:23,2
494.96,Debit,Sacramento,ATM,Dewasa,Engineer,132,1,6903.68,2024-11-04 08:08:34,2
561.58,Debit,Sacramento,Online,Lansia,Doctor,23,1,11748.86,2024-11-04 08:06:32,0
440.94,Debit,San Antonio,Online,Dewasa,Doctor,148,1,7303.23,2024-11-04 08:11:22,2
71.9,Debit,Los Angeles,Branch,Dewasa Muda,Doctor,51,1,10619.35,2024-11-04 08:12:07,0
256.66,Credit,Raleigh,Online,Lansia Muda,Retired,137,1,1794.5,2024-11-04 08:06:55,1
166.55,Credit,Houston,Branch,Lansia Muda,Doctor,99,1,12970.21,2024-11-04 08:09:36,0
276.26,Debit,Louisville,Branch,Lansia Muda,Doctor,143,1,120.89,2024-11-04 08:11:47,1
35.46,Debit,Indianapolis,ATM,Lansia,Doctor,164,1,5692.31,2024-11-04 08:10:12,2
38.14,Debit,Portland,Branch,Lansia Muda,Engineer,165,1,9879.87,2024-11-04 08:07:16,0
506.26,Credit,Baltimore,ATM,Lansia Muda,Retired,86,1,6266.65,2024-11-04 08:11:53,2
736.32,Debit,Indianapolis,Online,Dewasa,Doctor,28,1,14268.95,2024-11-04 08:10:23,0
389.43,Credit,Austin,ATM,Lansia Muda,Engineer,151,1,6449.83,2024-11-04 08:10:57,2
25.58,Debit,Omaha,ATM,Lansia Muda,Engineer,166,1,6741.41,2024-11-04 08:06:29,2
446.1,Debit,Seattle,ATM,Dewasa Muda,Student,243,1,1008.44,2024-11-04 08:08:30,1
147.74,Debit,Raleigh,Branch,Dewasa Muda,Student,15,1,1711.78,2024-11-04 08:12:18,1
1228.81,Debit,San Francisco,ATM,Dewasa Muda,Student,254,1,1821.0,2024-11-04 08:09:05,1
46.23,Debit,Fresno,Online,Lansia,Retired,282,1,5107.75,2024-11-04 08:09:46,2
265.37,Debit,Washington,Branch,Dewasa,Engineer,77,1,5229.95,2024-11-04 08:09:20,2
342.57,Debit,Boston,Online,Dewasa Muda,Student,91,1,339.16,2024-11-04 08:09:51,1
417.26,Credit,New York,Online,Dewasa,Doctor,45,1,10442.48,2024-11-04 08:11:53,0
33.63,Debit,Columbus,Online,Lansia Muda,Retired,76,1,4324.4,2024-11-04 08:10:52,2
64.58,Debit,El Paso,Branch,Lansia Muda,Retired,173,1,6292.29,2024-11-04 08:11:27,2
23.23,Credit,Miami,Branch,Dewasa Muda,Student,122,1,269.01,2024-11-04 08:09:54,1
160.52,Credit,Jacksonville,ATM,Lansia,Retired,112,1,5379.25,2024-11-04 08:07:59,2
278.88,Debit,Kansas City,Branch,Lansia Muda,Doctor,179,2,1334.09,2024-11-04 08:09:44,1
285.49,Credit,Charlotte,Branch,Lansia Muda,Doctor,109,1,6366.84,2024-11-04 08:12:14,2
71.87,Debit,Nashville,ATM,Dewasa Muda,Student,258,1,1839.1,2024-11-04 08:12:07,1
308.8,Debit,Baltimore,ATM,Lansia Muda,Retired,41,1,3966.54,2024-11-04 08:09:59,1
135.35,Debit,Houston,Branch,Dewasa,Engineer,82,1,9983.36,2024-11-04 08:07:24,0
288.43,Debit,Phoenix,Branch,Lansia,Retired,72,1,4577.09,2024-11-04 08:09:00,2
147.46,Credit,Albuquerque,Online,Lansia,Doctor,205,1,7458.03,2024-11-04 08:11:31,2
214.15,Debit,Detroit,Branch,Dewasa,Engineer,217,1,6397.29,2024-11-04 08:10:59,2
71.34,Debit,Miami,Online,Dewasa,Engineer,144,3,6345.03,2024-11-04 08:09:43,2
170.36,Debit,Indianapolis,ATM,Dewasa,Doctor,118,1,6034.73,2024-11-04 08:09:24,2
965.66,Debit,Raleigh,ATM,Lansia Muda,Engineer,32,1,765.81,2024-11-04 08:08:58,1
736.53,Debit,Philadelphia,ATM,Lansia Muda,Engineer,120,1,9826.26,2024-11-04 08:09:38,0
213.42,Debit,Columbus,ATM,Dewasa,Engineer,17,1,3736.38,2024-11-04 08:11:26,1
94.09,Debit,Miami,Branch,Dewasa Muda,Student,203,1,646.85,2024-11-04 08:10:29,1
91.23,Debit,Boston,ATM,Lansia,Retired,86,1,6385.12,2024-11-04 08:08:29,2
263.92,Credit,San Diego,Branch,Lansia Muda,Retired,233,1,4161.71,2024-11-04 08:10:43,2
77.5,Credit,Fort Worth,Online,Lansia Muda,Doctor,201,1,11079.77,2024-11-04 08:08:15,0
3.65,Debit,Miami,Online,Lansia,Doctor,146,1,10017.11,2024-11-04 08:11:01,0
43.88,Credit,Seattle,Online,Dewasa Muda,Student,251,1,1644.09,2024-11-04 08:08:21,1
591.98,Debit,El Paso,ATM,Dewasa Muda,Student,132,1,387.65,2024-11-04 08:07:44,1
224.79,Debit,Boston,Online,Dewasa Muda,Student,129,1,528.38,2024-11-04 08:10:25,1
64.3,Debit,Louisville,ATM,Lansia Muda,Retired,67,1,7530.3,2024-11-04 08:11:58,2
111.79,Debit,Jacksonville,Online,Lansia Muda,Doctor,49,1,10887.59,2024-11-04 08:11:34,0
927.16,Debit,San Francisco,ATM,Lansia Muda,Retired,153,1,7104.61,2024-11-04 08:10:20,2
613.7,Credit,Fort Worth,Branch,Lansia Muda,Retired,37,1,7307.11,2024-11-04 08:10:53,2
